id,uuid,observed_on,quality_grade,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
209016598,a03806be-12ba-46e7-86ae-ea2ea485fe2d,2024-04-23,research,41.7880133333,-91.57045,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209016719,1ef4474e-cdb3-4b6b-a8e8-5b9280837e90,2024-04-23,research,41.7512383333,-91.531975,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209018435,6f61a136-bfd2-4a44-8fad-f136fb6d3d92,2024-04-20,research,34.1721633333,-82.1035083333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209018542,aaab04d5-698e-407b-b0c7-d5446d869db3,2024-04-23,research,34.1721423497,-82.1035498189,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209019336,24cf6372-0328-4bfe-aca6-c0f2e4f56e55,2024-04-20,research,34.1721616667,-82.1035305,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209025092,7e21ac25-d03b-49c0-9a97-e64f4ce43d95,2021-05-23,research,39.1227421232,-77.5894937507,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209028010,a70cf548-daf1-4a1c-867c-11ccc9fc6298,2024-04-19,research,41.4513333333,-87.719155,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209029459,2b1fdacb-e007-45ae-99a0-c160ae4df437,2024-04-09,research,38.4428688812,-90.6528368802,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209037105,3ba15f88-1eca-4c33-ba44-ecc1be71f8fa,2024-04-21,research,33.9187542922,-82.2831518059,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209037353,fd80280c-bd73-4aa7-937f-05d1acb91677,2024-04-23,needs_id,33.9188967418,-82.280920208,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209056065,13a37825-5767-4e46-8f38-26ef61f6345f,2024-04-23,research,33.4266577824,-82.360700177,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209057093,6b54f957-a051-41d8-bbc1-b5385f722498,2024-04-24,research,33.50481511,-82.13801214,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209070891,c919ff78-64f2-4943-bcca-49e1aaeee85a,2024-04-24,research,36.0338361667,-79.1977216667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209071636,6f118cda-68cd-43b3-88b1-210c705484bd,2011-05-15,research,33.6591576328,-82.2630523274,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209076436,d6d99fb7-b978-4cf8-b03d-ff1a13c685fe,2024-04-24,research,35.8753453784,-79.1558606649,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209076683,76a3cf65-46b5-4c82-8244-6eea94c7cf8d,2024-04-24,research,35.740025,-78.8291466667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209081002,687d10ae-d1b6-4f5a-b111-dbbdbe42a024,2024-04-23,research,35.42404005,-80.02265524,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209084400,c44ae3ce-705c-4bb0-8ce2-9aa06c91a01b,2024-04-24,research,33.5095654709,-82.1675265968,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209084809,0d541bd7-dcc3-4d77-a954-62d460cd0825,2024-04-24,needs_id,33.5095654709,-82.1675265968,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
209089392,9c7549d4-7a5e-4e7c-a6a1-005aecb04c49,2024-04-24,research,32.8812789917,-83.7667236328,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209094462,84c6d495-31c6-4368-9074-a77b573acddc,2024-04-24,research,35.7218476172,-79.0505298908,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209096382,4642df0d-e4eb-404f-a085-69022ab32c97,2024-04-24,research,34.1109537375,-81.5739637613,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
209096751,c7d2dc49-036a-4ced-b963-c711ed5031be,2024-04-24,research,34.27444474,-81.58617647,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209096915,00a2f230-bfe6-421d-9098-4fd36cdb634e,2024-04-24,research,32.994495,-83.0794055,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209097467,9918bac9-bf3c-43bf-a719-200442034a4d,2024-04-22,research,32.9942866667,-83.0794,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209124249,661c642c-e308-4150-8690-f88f25f72f96,2024-04-16,research,35.0758132778,-80.8429641667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209125297,0a46f0b6-c080-4049-a583-2f1c6a42356c,2024-04-20,research,35.035717,-80.914746,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209127988,7a73bf5d-d528-4814-9ba7-ff4c892b301a,2024-04-24,needs_id,35.077569,-80.817203,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209128123,693c1f70-ee12-44a4-bbd9-deadd624ec5c,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209128320,2f615f48-409f-4365-9b35-5b0c7f88385c,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209128451,3b9fe2b3-7765-4005-bb2c-5c1d9ff55b52,2024-04-24,research,35.077569,-80.817203,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209128627,923a2541-c31e-4a92-beea-162d148d964c,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209128726,ee5f5b6b-a09d-4823-9ae8-c5b506d639f0,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209128941,d039e180-af1e-4c9e-b382-6fd5e68d11d5,2024-04-24,research,35.077569,-80.817203,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209129218,90f24727-79af-4a22-8154-14f522615a49,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209129337,a749a11b-4f7a-4b65-a43b-311d59d93a30,2024-04-24,research,35.077569,-80.817203,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209129422,bfa9a3c5-acc6-469c-a7b8-92873a87edd0,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209129588,a6fb57ed-5f15-4c90-add8-fd6c01563bba,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209129706,406e88cd-4274-4126-bb13-3cc886ea8f35,2024-04-24,research,35.077569,-80.817203,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209129847,b7ff12aa-9bdb-470d-a98b-6f2f09669ea5,2024-04-24,research,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209130183,3e2aabee-5262-454d-95e5-7aadd49d069b,2024-04-24,research,35.077569,-80.817203,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
209130607,d75c5943-1b90-42bd-9ea2-e77ccbfd81a7,2024-04-24,research,34.1326528333,-81.34133,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209130995,c765a3b8-14df-49fc-a55d-4a1cdfade593,2024-04-24,research,34.1330333333,-81.3412466667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209131331,c29c9e14-0bdd-46d4-8fc8-05abd6de6187,2024-04-22,research,34.8644767524,-80.6731001922,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209131332,7ae12cc3-c936-4272-a674-dfb44966e3fa,2024-04-22,research,34.8595444444,-80.7171944444,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209131342,776c73f5-54b5-4618-bc63-92bbeac068e0,2024-04-22,research,34.8819043364,-80.6918591508,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209131344,5cd4b833-4a00-41b3-abdf-86a4ebea1a47,2024-04-22,research,34.8603074743,-80.7029259583,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209131799,601caebd-b57c-4a4f-a2b3-68e817b4df04,2024-04-24,needs_id,35.077569,-80.817203,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209146385,33958043-ba6e-4122-95b2-6a93c0e64308,2024-04-24,research,32.868855,-83.723,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209146870,61162ee8-81e8-4d8e-b4b7-2c9d3ebefd9d,2024-04-24,research,38.3048005978,-90.2503627292,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209148499,de89efbd-2b4a-4f36-b270-b7ca39a833b0,2024-04-24,research,35.9112033333,-79.0770721667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209148553,f6d842e0-6486-4d7e-92b7-a0441c629ff0,2024-04-24,research,35.9112033333,-79.0770721667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209148581,582de8ad-6b61-49d3-9ee9-8a7aa3f681eb,2024-04-24,research,35.9112033333,-79.0770721667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209149097,ae4bf34e-5f02-4fe7-9e94-68fc686edff1,2024-04-24,research,35.9112033333,-79.0770721667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209155173,3a769dbd-bcfd-4fb9-809a-6f33d25b1fe4,2024-04-24,research,35.9061083333,-79.0448221667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209159886,52f39367-daa6-45c2-87d9-7a6605bdc7b0,2024-04-24,research,33.5094781813,-82.1673849383,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209160288,6a144766-408d-4538-9293-89be613c0f6d,2024-04-24,research,33.4967651367,-82.014251709,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209160363,19fe790a-1eef-4956-9b7f-f15ce554ffe8,2024-04-24,research,35.9077453613,-79.0735549927,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209163109,839e0761-0d18-48e7-b0ef-1d6896355319,2024-04-24,research,35.9723466667,-78.9276666667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209163748,00387f63-af53-47d5-8882-b6fe3ac3a150,2024-04-24,research,35.8944216102,-78.6386555598,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209163798,35cf2eb2-2e79-407c-9cff-76af8bf527df,2024-04-24,research,35.9438000749,-78.6621193676,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209163909,41f1d794-417b-4d25-8581-1f41d88e5cb3,2024-04-24,research,35.9911839688,-78.6888903002,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209164645,3d966303-725e-46b3-a41e-8c6168b2aee6,2024-04-24,research,35.8984069824,-78.9532546997,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209165062,455956b2-b19b-4c26-8e6a-7b5651727dc0,2024-04-24,research,35.9135166667,-79.0521083333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209165792,829756b4-5305-4896-aced-56c13e39b810,2024-04-24,research,36.0993734049,-78.9371769503,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209166704,bac910f6-2af3-460c-b372-ff60871beeac,2024-04-21,research,35.9111793977,-78.8694083819,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209167887,bb792eaa-2edf-4dff-ac8f-73f8ca0b09dd,2024-04-24,research,36.1110401759,-79.2734208518,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209168909,88c421b9-7ef9-42e1-ae8c-b9a70effe1ab,2024-04-24,research,35.9113571294,-79.0442265292,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209172208,5753128d-757f-44a7-a266-700094f66764,2024-04-22,research,33.8028369841,-82.3484541942,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209174653,68c6d2ae-6e8a-476f-8ad2-731bb73f7bdf,2024-04-24,research,32.202911377,-86.2356109619,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209178716,31c4b685-f73e-4bb8-9fb8-3ad05be71471,2024-04-24,research,36.0308240516,-79.0076769921,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209180555,642adb76-7ebd-4b17-a353-40708265d450,2024-04-24,research,35.8895416667,-79.0451361667,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
209185098,1bf4b828-de1c-4477-a970-b6cbb8380421,2024-04-24,research,33.1133957,-83.9671093,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209187783,6a2077ea-eb9f-48bb-8586-eb9fa600df59,2024-04-24,research,32.9274133333,-83.7380216667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209189338,4752883f-65cf-42dd-8633-7bef63ae92fa,2024-04-24,research,33.54275,-88.8847888889,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209192263,05e3e332-a565-432d-bf18-889345c693cf,2024-04-24,research,35.6914150266,-79.2559672147,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209195074,0308bca4-1938-4309-91c6-f1b813e8cbae,2024-04-24,needs_id,33.4635231448,-82.1715403348,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209195563,93fce684-8e74-4f31-b8f2-4ad7aec3e5a1,2024-04-24,research,32.9427589,-83.4201149997,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209196981,3c679e28-661a-44ad-9a84-754bf3811c6d,2024-04-24,research,35.8757689386,-79.1475479677,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209233798,69fc728f-bb37-428f-b640-12165c0654d4,2024-04-25,research,35.2195701599,-81.2866897583,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209233813,068f8b76-d3ce-4569-b859-44118f00473b,2024-04-24,research,35.7517366667,-79.2123416667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209235527,459180b0-9a7b-4cc0-a19b-cf27e10dd2bf,2024-04-25,research,35.8166036508,-79.1102953612,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209235640,9e5dbcd8-ba2c-4217-85e9-fd11a60bbd05,2024-04-25,research,35.8183066041,-79.1645307757,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209237962,f0aeb8ce-2b71-4d9e-8922-49acf8b66d41,2024-04-24,research,36.024625,-78.962525,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209238855,df9cd111-a59d-44e2-9703-991ba41318d6,2024-04-25,needs_id,35.907945,-79.0521611667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209238975,8478ba44-5d3c-44df-8ae3-40ce57a7e91b,2024-04-25,research,36.0215299143,-78.9649231601,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209239069,8da5b6e5-4e32-4bd7-a8db-c6f2d086bc1a,2024-04-25,research,35.708912101,-79.2001242679,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209240334,e0a43f5b-e18c-433b-bf31-16e0a01dd47d,2024-04-24,research,35.9540291783,-79.0750536369,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209241324,37cb0299-aba9-48c5-87e0-b8ef73fbc88d,2024-04-25,research,35.8403469483,-78.7936606631,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209242976,c3956547-d719-49d6-a762-dc350723a37f,2024-04-24,research,33.0768278855,-83.2348220398,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209243561,b869b826-d559-455f-8ede-f47000701064,2024-04-24,research,35.8830152307,-79.0103234121,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209244154,4793fae4-fd2f-4d01-ae37-d95b430beb8e,2024-04-25,research,35.6275685559,-79.757107459,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209244184,4c414a3d-aeff-4144-95cc-9fb070510af0,2024-04-25,research,35.6664566879,-78.6307346423,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209244274,8d7ef5da-e8a7-45ef-a6ac-de8ded2877d1,2024-04-25,needs_id,34.8037425968,-80.8063587121,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209244999,66773e4a-5bbd-4602-9e8f-bfcc932b6d23,2024-04-25,research,35.89085,-79.0639416667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209246645,13639923-57aa-4a5a-a9d7-8861e7a7ecf4,2024-04-21,casual,,,,Magicicada,Periodical Cicadas,Insecta,83854
209247576,c1bc9144-2f56-4844-941a-48f1dddccd1c,2024-04-25,research,35.9122880956,-78.9491616092,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209247650,98424c58-66b1-4526-b0c7-4e082e701ae2,2024-04-25,needs_id,33.0315359915,-83.8053351828,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209247987,edc8f978-7375-4358-8bac-5ac7e8170764,2024-04-25,research,35.7338495487,-78.8905420527,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209248303,25cf3cb1-0bf3-457a-aeb2-e5f612bd6df7,2024-04-25,research,35.9299421414,-79.025463175,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209248758,3bf6b2c4-ada5-4cc7-a4f3-980b4582df1f,2024-04-25,research,33.8236926,-85.7651003997,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209249311,700e0316-5d7c-4a69-bf48-a55dc2304bbc,2024-04-25,research,36.041787995,-78.9727353305,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209249983,e9e8f586-e867-4a27-9e5d-2a9f0ddb1fb7,2024-04-25,needs_id,34.0172012355,-81.0480626139,Periodical Cicadas,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209251060,c5710a9b-b573-43c0-bea8-9ea7d5442fd7,2024-04-25,research,36.0113458611,-78.8975297111,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209251398,e88ad3a2-c2ef-4d0b-b83e-f6795464c3db,2024-04-25,research,35.9184523291,-79.0881958791,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209257942,5541470c-35bd-4004-846b-5e4273809d80,2024-04-25,research,35.9366789808,-78.9439589933,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209259986,974df9ea-38ac-4701-b62d-0e7c340710af,2024-04-25,research,35.954207947,-79.0750445637,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209260261,3bb15cf4-1ddd-443a-9c30-db72af51fdc8,2024-04-25,research,35.753125,-78.7754583333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209260580,d78b97e1-0713-4645-acf5-ad42d6e7ae85,2024-04-25,needs_id,36.1538983148,-79.3946204454,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
209261058,553a1b71-c753-4dba-962a-d44fe9647771,2024-04-25,needs_id,36.0998832314,-79.3729035699,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209262937,5fd800c2-a885-4f1d-8194-772017f99201,2024-04-25,needs_id,35.91232,-79.0515528333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209264777,0bd246e7-deda-4265-8447-bc19d56ad13c,2024-04-25,research,35.8699999997,-78.92,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209265255,7c52a403-db7e-4912-85b4-0c7e5d8ee365,2024-04-25,needs_id,34.9849166667,-81.072975,Magicicada,Magicicada,Periodical Cicadas,Insecta,83854
209265511,f0fdaf6e-5426-472f-a4c5-729b74cebd7d,2024-04-25,research,33.9441033333,-83.37445,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209265706,f659b9e1-2794-4ed8-bd5f-cb6eb0923e89,2024-04-25,casual,33.9440274515,-83.3744035002,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209268447,6178c8bc-cc3f-4b2e-b57d-0cc63aa537c9,2024-04-25,research,32.6314848951,-83.1734183223,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209268468,c308d4f2-e878-432e-8d01-658c06af38fc,2024-04-25,research,41.8234783333,-87.8932116667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209272951,6800a303-dfd0-43c3-85c2-05448852c349,2024-04-25,research,35.7070637496,-79.0243075044,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209273689,b6e34757-8e62-47a9-bf40-d6c03fc4ee59,2024-04-25,research,36.1019592285,-78.032585144,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
209273764,db5d1f36-80e0-4d08-84fd-81b5b6c50a25,2024-04-25,research,35.9223277778,-79.0957027778,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209273876,b2f22ecf-d3fe-496c-ad96-d533bb5c17bc,2024-04-25,research,35.719487538,-78.771074539,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209274105,80687356-ec3d-43ac-bc3a-5991c85b347a,2024-04-25,needs_id,35.7178070668,-78.7710639731,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209274276,5f3f18c9-44b4-43a9-b2f0-e01ffe9fcb8d,2024-04-25,research,35.733883024,-78.8905826211,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209274737,e036dc86-8fc1-4a85-8c99-1cf63e982bac,2024-04-25,research,34.8737240468,-80.6681494048,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209275760,f7616c11-3705-424d-9211-5034c07ac84a,2024-04-25,needs_id,32.9113921944,-83.3004913056,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209277078,b2467525-d094-4dc9-8480-5980a198e06f,2024-04-25,research,35.9124366667,-79.0517888333,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209277601,432f7a80-b2da-4757-a09c-ec11096a8259,2024-04-25,research,32.8525966667,-83.6809383333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209277781,6c9b3739-66b3-46f1-b9b3-af31e790d95a,2024-04-25,research,35.6690914101,-78.6057130606,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209277790,924b8d98-ed15-4ee1-94b7-f39576439481,2024-04-25,research,33.9128583333,-82.3958972222,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209278869,7b9371df-391d-4252-9ee7-eeeae91d22f3,2024-04-25,needs_id,35.7109057208,-80.2474495598,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209279555,cd92e08c-e890-416a-8813-d11da4dce598,2024-04-25,research,35.0101355532,-80.8293892443,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209280185,5a4a65f9-cb3e-44e8-82f9-7a793d8732e4,2024-04-25,needs_id,35.6297607422,-78.7989425659,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
209281478,b4ff61c7-69af-4d52-b557-b36c1ddcc4c2,2024-04-25,needs_id,32.9943283333,-83.0792611667,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209281785,b0ea3611-0260-4f59-ad2b-c9302d90b6c0,2024-04-25,needs_id,32.9944033333,-83.0793695,Periodical Cicadas,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209281978,2d3838c8-7565-41e7-a91b-f68fbe53ceee,2024-04-25,research,32.9943916667,-83.0795221667,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209282179,62214094-5034-4aa1-9de8-239d0781528b,2024-04-25,research,32.9944916667,-83.079475,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
209283817,aa3222aa-1712-44e4-b1b5-e39f7f2768e0,2024-04-25,research,32.5763955899,-84.8234998808,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209283854,dfb721a0-3ccf-416f-bda7-99d5b6ae196a,2024-04-24,research,35.0618084261,-80.8628672361,Cassin's 13-Year Cicada,Magicicada tredecassini,Cassin's 13-Year Cicada,Insecta,244334
209283874,63b3cb77-04c6-448a-b23c-5e5a3335dade,2024-04-25,needs_id,35.7287902832,-78.8155822754,Decim Periodical Cicadas,Magicicada septendecim,Decim Periodical Cicadas,Insecta,1248681
209284611,9f374c7c-c09b-4f5e-85a0-d00bf132712b,2024-04-25,research,35.9092220525,-79.0416358319,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209286298,c32f899c-6728-411e-9e51-8f8352179b5e,2024-04-25,needs_id,35.9127736744,-79.0440095031,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209286627,6dd37250-541e-4651-bf25-fd05a6ac2e4b,2024-04-25,research,35.9131739941,-79.0442629718,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209288345,4e72f358-b2d2-4ee8-b329-c6532c9e0d8d,2024-04-25,research,35.912137907,-79.0517714807,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209289711,26c9a2e4-f8ab-43f3-8233-b3a1e1710b9d,2024-04-25,research,34.1386449,-82.1316096997,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209290267,0763665b-72a3-466d-8859-b44686922895,2024-04-25,research,35.9162866667,-79.0569388333,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209291706,c0172738-24e3-4e40-b815-9bc3c2b37959,2024-04-25,research,35.9080961114,-79.0526732896,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209292046,4ec80bb3-b05b-41ef-825a-f9dae9536bce,2024-04-25,research,35.938155081,-78.8825858689,Riley's 13-Year Cicada,Magicicada tredecim,Riley's 13-Year Cicada,Insecta,83853
209293286,c0ebcc12-875e-4595-9b91-841bd29b9251,2024-04-25,research,36.091583252,-79.0852279663,Periodical Cicadas,Magicicada,Periodical Cicadas,Insecta,83854
